words	word
不负	bufu
不够	bugou
困扰	kunrao
打量	daliang
后乐	houle
先乐	xianle
到达	daoda
方向	fangxiang
数理逻辑	shuliluoji
方面	fangmian
依靠	yikao
程度	chengdu
选定	xuanding
迷失	mishi
称职	chengzhi
目标	mubiao
改掉	gaidiao
领悟到	lingwudao
所犯	suofan
鼓励	guli
道理	daoli
知觉	zhijue
思想	sixiang
旋律	xuanlv
不悔	buhui
邮轮	youlun
赚大钱	zhuandaqian
帆船	fanchuan
饭店	fandian
爸妈	bama
负担	fudan
设立	sheli
迈进	maijin
人则	renze
懂得	dongde
想当	xiangdang
名车	mingche
代理商	dailishang
年轻人	nianqingren
兴趣	xingqu
相似	xiangsi
走音	zouyin
管弦乐团	guanxianletuan
乐团	letuan
知名	zhiming
新闻报导	xinwenbaodao
形形色色	xingxingsese
停下来	tingxialai
不妨	bufang
璞玉	puyu
树叶	shuye
雕刻	diaoke
上能	shangneng
顺遂	shunsui
学业	xueye
找出	zhaochu
战胜	zhansheng
行船	xingchuan
宽度	kuandu
拓展	tuozhan
双脚	shuangjiao
行走	xingzou
毫无	haowu
障碍	zhangai
体验	tiyan
正义	zhengyi
退步	tuibu
心房	xinfang
招来	zhaolai
往前走	wangqianzou
境界	jingjie
现状	xianzhuang
羡慕	xianmu
心想	xinxiang
用功读书	yonggongdushu
图书馆	tushuguan
起跑点	qipaodian
跑者	paozhe
巅峰	dianfeng
拟定	niding
抵达	dida
加速	jiasu
课余	keyu
好手	haoshou
因素	yinsu
运动员	yundongyuan
抓住	zhuazhu
选完	xuanwan
未及	weiji
变换	bianhuan
愿望	yuanwang
控制	kongzhi
拒绝	jujue
解决	jiejue
方法	fangfa
单指	danzhi
挥霍	huihuo
局限于	juxianyu
要来	yaolai
定义	dingyi
适合	shihe
踪向	zongxiang
专长	zhuanchang
握有	woyou
横向	hengxiang
奠定	dianding
港口	gangkou
考差	kaocha
如愿	ruyuan
考上	kaoshang
志愿	zhiyuan
苦读	kudu
榜样	bangyang
设定	sheding
指引	zhiyin
开车	kaiche
职篮	zhilan
常人	changren
不放	bufang
出色	chuse
遭受	zaoshou
先生	xiansheng
进入	jinru
电玩	dianwan
存够	cungou
买下	maixia
不太好	butaihao
引导	yindao
能朝	nengzhao
空闲	kongxian
方条	fangtiao
头绪	touxu
突发状况	tufazhuangkuang
人能	renneng
过于	guoyu
奠下	dianxia
基测	jice
放荡	fangdang
还来	huanlai
贯通	guantong
有钱	youqian
选坏	xuanhuai
戒掉	jiediao
上瘾	shangyin
引诱	yinyou
自杀	zisha
聪明人	congmingren
改行	gaixing
立志	lizhi
路途	lutu
追求	zhuiqiu
加以	jiayi
善念	shannian
度日	duri
过日子	guorizi
感到	gandao
差点	chadian
掌握	zhangwo
数学公式	shuxuegongshi
勉励	mianli
教导	jiaodao
数学家	shuxuejia
殆尽	daijin
外人	wairen
保护	baohu
就读	jiudu
毒品	dupin
杀人	sharen
来不及	laibuji
迷宫	migong
听说	tingshuo
歪路	wailu
歪斜	waixie
看向	kanxiang
贫穷人家	pinqiongrenjia
习惯于	xiguanyu
套房	taofang
出生	chusheng
正路	zhenglu
展现	zhanxian
时机	shiji
累积	leiji
爬升	pasheng
喜好	xihao
学问	xuewen
翻身	fanshen
实践	shijian
建议	jianyi
前科	qianke
释放出来	shifangchulai
送进	songjin
阴影	yinying
善用	shanyong
想有	xiangyou
上择	shangze
选则	xuanze
看电视	kandianshi
准备	zhunbei
律师	lvshi
反复	fanfu
类似	leisi
动摇	dongyao
帮派	bangpai
份子	fenzi
吸毒	xidu
心力	xinli
增进	zengjin
争取	zhengqu
科学家	kexuejia
动物	dongwu
植物	zhiwu
科学	kexue
阳台	yangtai
宇宙	yuzhou
全都	quandu
琢磨	zhuomo
等到	dengdao
圈路	quanlu
死路	silu
原点	yuandian
捷径	jiejing
改正	gaizheng
只取	zhiqu
无悔	wuhui
承受	chengshou
步伐	bufa
游乐器	youleqi
心酸	xinsuan
年龄	nianling
好坏	haohuai
大人	daren
在于	zaiyu
做错事	zuocuoshi
学坏	xuehuai
体悟	tiwu
咖啡厅	kafeiting
志向	zhixiang
有钱人	youqianren
选对	xuandui
厌烦	yanfan
遵从	zuncong
态度	taidu
规画	guihua
了要	leyao
画画	huahua
不计	buji
感兴趣	ganxingqu
人间	renjian
基础	jichu
建立	jianli
所指	suozhi
善侍	shanshi
交朋友	jiaopengyou
学历	xueli
牵著	qianzhu
权力	quanli
想著	xiangzhu
打篮球	dalanqiu
赞成	zancheng
进德修业	jindexiuye
养成	yangcheng
现实	xianshi
猜忌	caiji
日出	richu
无需	wuxu
笼罩	longzhao
直呼	zhihu
一流	yiliu
留学	liuxue
考不完	kaobuwan
成败	chengbai
自信	zixin
悔改	huigai
书念	shunian
歧路	qilu
指南针	zhinanzhen
决定性	juedingxing
先画	xianhua
草稿	caogao
全盘	quanpan
朝向	zhaoxiang
疏忽	shuhu
工程	gongcheng
挖掘出	wajuechu
轻言	qingyan
敞开	changkai
未知	weizhi
用想	yongxiang
钻研	zuanyan
光是	guangshi
唱歌	changge
达成	dacheng
突出	tuchu
父亲	fuqin
了头	letou
冲昏	chonghun
用功	yonggong
谈恋爱	tanlianai
报酬率	baochoulv
不多	buduo
荡到	dangdao
罹患	lihuan
贴心	tiexin
细心	xixin
扇门	shanmen
效法	xiaofa
钥匙	yaochi
女士	nvshi
自制	zizhi
欲望	yuwang
叉路	chalu
标示牌	biaoshipai
恶魔	emo
击破	jipo
阻挠	zunao
对抗	duikang
人生目标	renshengmubiao
跆拳道	taiquandao
国手	guoshou
登上	dengshang
舞台	wutai
邀请	yaoqing
名声	mingsheng
博士	boshi
考察	kaocha
电力	dianli
提升	tisheng
电机	dianji
要会	yaohui
修好	xiuhao
电脑	diannao
数学	shuxue
机础	jichu
决择	jueze
懵懂	mengdong
畏惧	weiju
无知	wuzhi
寻求	xunqiu
憧憬	chongjing
启发	qifa
疑惑	yihuo
信心	xinxin
先存	xiancun
乱花钱	luanhuaqian
想买	xiangmai
克制	kezhi
出手	chushou
积积	jiji
善事	shanshi
弥补	mibu
群聚	qunju
直冲	zhichong
融入	rongru
气质	qizhi
天生	tiansheng
脾气	piqi
领导者	lingdaozhe
风范	fengfan
气度	qidu
处事	chushi
做人	zuoren
资格	zige
焦点	jiaodian
人才	rencai
童心	tongxin
心志	xinzhi
真实性	zhenshixing
可笑	kexiao
思索	sisuo
缺乏	quefa
做出	zuochu
做对	zuodui
引路	yinlu
好心	haoxin
变硬	bianying
餐食	canshi
订好	dinghao
音乐系	yinlexi
学太	xuetai
父母亲	fumuqin
亲人	qinren
例外	liwai
分为	fenwei
车子	chezi
上错	shangcuo
计画	jihua
开到	kaidao
修车	xiuche
小汽车	xiaoqiche
老板	laoban
员工	yuangong
倒数	daoshu
拼命	pinming
理化	lihua
规律	guilv
人定胜天	rendingshengtian
饮恨	yinhen
败北	baibei
苦心	kuxin
占卜	zhanbu
拍手	paishou
锻练	duanlian
武术	wushu
风向	fengxiang
指向	zhixiang
心理	xinli
生物	shengwu
承担	chengdan
要选	yaoxuan
亏心事	kuixinshi
选好	xuanhao
说谎	shuohuang
乐谱	lepu
演奏家	yanzoujia
赞叹	zantan
钢琴	gangqin
减少	jianshao
起手	qishou
解决问题	jiejuewenti
难题	nanti
实现	shixian
耳边风	erbianfeng
吸烟	xiyan
不顾	bugu
避冬	bidong
飞散	feisan
饿死	esi
欺骗	qipian
沉沦	chenlun
考虑	kaolv
水流	shuiliu
抱著	baozhu
摘取	zhaiqu
旗子	qizi
尝到	changdao
标杆	biaogan
折磨	zhemo
行为	xingwei
偏差	piancha
来得及	laideji
好吃	haochi
撑住	chengzhu
决定权	juedingquan
瓶颈	pingjing
流行	liuxing
团体	tuanti
方式	fangshi
回不来	huibulai
漫长	manchang
错失	cuoshi
把握住	bawozhu
改向	gaixiang
倒退	daotui
开阔	kaikuo
主见	zhujian
跟著	genzhu
不让	burang
遗失	yishi
重来	zhonglai
白费	baifei
连想	lianxiang
没想	meixiang
天分	tianfen
选错	xuancuo
交给	jiaogei
时期	shiqi
平民	pingmin
找回	zhaohui
必备	bibei
失去	shiqu
条件	tiaojian
牢记在心	laojizaixin
反省	fansheng
路程	lucheng
批评	piping
效果	xiaoguo
加强	jiaqiang
人人	renren
燃起	ranqi
心意	xinyi
抓周	zhuazhou
要当	yaodang
铅笔	qianbi
职业	zhiye
蕴含	yunhan
方位	fangwei
向来	xianglai
财富	caifu
面对现实	mianduixianshi
大洞	dadong
陪我玩	peiwowan
色彩	secai
校歌	xiaoge
所写	suoxie
后退	houtui
拖延	tuoyan
人家	renjia
拖著	tuozhu
心理准备	xinlizhunbei
厨师	chushi
发掘	fajue
譬如	piru
平地	pingdi
做事	zuoshi
警惕	jingti
邮差	youcha
想去	xiangqu
社会	shehui
中央	zhongyang
抓好	zhuahao
下手	xiashou
运气	yunqi
当会	danghui
没用	meiyong
书堆	shudui
缺憾	quehan
造福	zaofu
闭门	bimen
弟子	dizi
殿堂	diantang
眼光	yanguang
想选	xiangxuan
不算	busuan
头脑	tounao
外界	waijie
判断	panduan
人类	renlei
酒肉朋友	jiuroupengyou
造不出	zaobuchu
想走	xiangzou
不平	buping
照料	zhaoliao
相反	xiangfan
小弯	xiaowan
全部都是	quanbudushi
弯道	wandao
走时	zoushi
漫无	manwu
小树	xiaoshu
小花	xiaohua
主宰	zhuzai
关在	guanzai
不该	bugai
路标	lubiao
牵引	qianyin
摸索	mosuo
著书	zhushu
定下	dingxia
游荡	youdang
走对	zoudui
好感	haogan
流落	liuluo
头痛	toutong
走错	zoucuo
补救	bujiu
缺口	quekou
音感	yingan
歌喉	gehou
天赐	tianci
礼物	liwu
行于	xingyu
试著	shizhu
丧气	sangqi
笨蛋	bendan
心会	xinhui
指指点点	zhizhidiandian
羞辱	xiuru
轮子	lunzi
出世	chushi
关系	guanxi
坏人	huairen
好人	haoren
彩色	caise
招牌	zhaopai
心来	xinlai
是善	shishan
带往	daiwang
岔路	chalu
性格	xingge
为学	weixue
理智	lizhi
要订	yaoding
放胆	fangdan
下结论	xiajielun
男女朋友	nannvpengyou
变差	biancha
生活习惯	shenghuoxiguan
念头	niantou
吃饭	chifan
抉择	jueze
航行	hangxing
演变	yanbian
好运	haoyun
更该	genggai
听完	tingwan
实例	shili
大学毕业	daxuebiye
还好	huanhao
分明	fenming
个人	geren
少子	shaozi
文凭	wenping
趋势	qushi
实行	shixing
全能	quanneng
小声	xiaosheng
话别	huabie
琐事	suoshi
可要	keyao
请问	qingwen
有为	youwei
体质	tizhi
感谢	ganxie
同情	tongqing
医生	yisheng
医院	yiyuan
著如	zhuru
闪耀	shanyao
光彩	guangcai
光芒	guangmang
方向盘	fangxiangpan
虚度	xudu
开往	kaiwang
最高点	zuigaodian
死看	sikan
病者	bingzhe
夺走	duozou
心爱	xinai
低收入	dishouru
读完	duwan
坚信	jianxin
目的	mude
达到	dadao
让你在	rangnizai
认同	rentong
免得	miande
违反	weifan
砖头	zhuantou
掉下去	diaoxiaqu
带我去	daiwoqu
哭诉	kusu
开窍	kaiqiao
建中	jianzhong
掉下来	diaoxialai
潜能	qianneng
亏待	kuidai
力争上游	lizhengshangyou
全家人	quanjiaren
吵架	chaojia
家庭	jiating
得不到	debudao
转错	zhuancuo
思考问题	sikaowenti
带到	daidao
走路	zoulu
行行出状元	xingxingchuzhuangyuan
订出	dingchu
异事	yishi
奇人	qiren
提出	tichu
大雄	daxiong
道具	daoju
过人	guoren
勇气	yongqi
上帝	shangdi
我心	woxin
足够	zugou
发光	faguang
发热	fare
被人	beiren
唾弃	tuoqi
大人物	darenwu
取自	quzi
升高	shenggao
棒球队	bangqiudui
迷上	mishang
见闻	jianwen
缘故	yuangu
位于	weiyu
性向测验	xingxiangceyan
顺著	shunzhu
可正	kezheng
记忆力	jiyili
书籍	shuji
前任	qianren
盛产	shengchan
好转	haozhuan
买卖	maimai
比做	bizuo
好听	haoting
变数	bianshu
单程票	danchengpiao
补习	buxi
行百里	xingbaili
要素	yaosu
填选	tianxuan
填填	tiantian
引响	yinxiang
射向	shexiang
降落	jiangluo
在行	zaixing
互想	huxiang
订下	dingxia
告诫	gaojie
对方	duifang
弃权	qiquan
偷懒	toulan
挡住	dangzhu
芝麻小事	zhimaxiaoshi
否定	fouding
生存	shengcun
残障	canzhang
长颈鹿	changjinglu
冒险	maoxian
探讨	tantao
编排	bianpai
飘浮	piaofu
溜走	liuzou
致于	zhiyu
歧途	qitu
外界影响	waijieyingxiang
明灯	mingdeng
不致于	buzhiyu
透过	touguo
看过	kanguo
以加	yijia
研读	yandu
涉猎	shelie
胡诌	huzou
碎石	suishi
满地	mandi
定论	dinglun
良药	liangyao
落到	luodao
大钱	daqian
偶像	ouxiang
精英	jingying
挽回	wanhui
称赞	chengzan
形成	xingcheng
分母	fenmu
括号	kuohao
记取	jiqu
马路	malu
跨出	kuachu
收拾	shoushi
走完	zouwan
输赢	shuying
资质	zizhi
关键	guanjian
赢来	yinglai
确定	queding
掌舵	zhangduo
耸立	songli
渴望	kewang
高度	gaodu
绊脚石	banjiaoshi
意念	yinian
错过	cuoguo
干扰	ganrao
成图	chengtu
字画	zihua
懒散	lansan
锻炼	duanlian
所做	suozuo
应往	yingwang
著想	zhuxiang
热心	rexin
施加	shijia
得能	deneng
传爱	chuanai
重围	zhongwei
人为	renwei
语文能力	yuwennengli
口才	koucai
铺路	pulu
上完	shangwan
悔恨	huihen
操心	caoxin
够不够	goubugou
热衷	rezhong
要求	yaoqiu
满烂	manlan
科目	kemu
必胜	bisheng
懊悔不已	aohuibuyi
阐扬	chanyang
民主自由	minzhuziyou
鼓吹	guchui
提倡	tichang
语文	yuwen
写作	xiezuo
卖命	maiming
擅长	shanchang
作为	zuowei
错路	cuolu
选到	xuandao
偷钱	touqian
死神	sishen
犯罪者	fanzuizhe
处罚	chufa
警方	jingfang
处置	chuzhi
选出	xuanchu
筹码	chouma
无妨	wufang
惨状	canzhuang
踏入	taru
挥手	huishou
本份	benfen
可有	keyou
标竿	biaogan
金句	jinju
得胜	desheng
送给	songgei
医师	yishi
字眼	ziyan
知错	zhicuo
寄望	jiwang
大儿子	daerzi
纠正	jiuzheng
订太	dingtai
玩岁愒日	wansuikairi
体育老师	tiyulaoshi
不输给	bushugei
买不起	maibuqi
行业	xingye
乞丐	qigai
投入	touru
心愿	xinyuan
状况	zhuangkuang
协助	xiezhu
更累	genglei
骑会	qihui
踩著	caizhu
踏板	taban
抗压性	kangyaxing
带离	daili
政治界	zhengzhijie
恒心	hengxin
闪躲	shanduo
出国	chuguo
眼神	yanshen
复习	fuxi
怀著	huaizhu
孩童	haitong
意志	yizhi
大众	dazhong
出让	churang
嗜好	shihao
改造	gaizao
民宅	minzhai
起眼	qiyan
设计师	shejishi
豪宅	haozhai
节目	jiemu
棒球场	bangqiuchang
住家	zhujia
飞来	feilai
球队	qiudui
报名	baoming
退出	tuichu
飘移	piaoyi
吹拂	chuifu
任由	renyou
玩弄	wannong
羽毛	yumao
导航	daohang
带领	dailing
光束	guangshu
神医	shenyi
糕点	gaodian
治疗	zhiliao
车尾	chewei
看好	kanhao
接近	jiejin
拿手	nashou
请教	qingjiao
设在	shezai
带你去	dainiqu
行医	xingyi
可逆	keni
凡人	fanren
性命	xingming
跌入	dieru
诱惑	youhuo
树林	shulin
山谷	shangu
全身	quanshen
划到	huadao
胜者	shengzhe
对岸	duian
开创	kaichuang
需不需要	xubuxuyao
择取	zequ
盲目	mangmu
更换	genghuan
丧志	sangzhi
凭著	pingzhu
筑出	zhuchu
终究会	zhongjiuhui
灰心	huixin
操控	caokong
结局	jieju
右转	youzhuan
球员	qiuyuan
目的地	mudedi
打出	dachu
变好	bianhao
会成	huicheng
检察官	jianchaguan
帐户	zhanghu
案子	anzi
人头	rentou
价钱	jiaqian
图形	tuxing
工程师	gongchengshi
讨论	taolun
总统	zongtong
精读	jingdu
财产	caichan
损失	sunshi
星光	xingguang
大道	dadao
艺术	yishu
天赋	tianfu
摇摆	yaobai
刀剑	daojian
妄想	wangxiang
泪珠	leizhu
插入	charu
句点	judian
行何业	xingheye
得成	decheng
专科	zhuanke
田径队	tianjingdui
裁缝	caifeng
欣慰	xinwei
艺人	yiren
身材	shencai
信任	xinren
不得	bude
走失	zoushi
迷路	milu
犯人	fanren
看清	kanqing
没法	meifa
地基	diji
时代	shidai
羔羊	gaoyang
政治腐败	zhengzhifubai
人民	renmin
官员	guanyuan
政治	zhengzhi
听信	tingxin
留美	liumei
机率	jilv
从事	congshi
水果店	shuiguodian
电脑游戏	diannaoyouxi
送货	songhuo
多姿	duozi
美食	meishi
妹妹	meimei
要读	yaodu
夜校	yexiao
上菜	shangcai
家政	jiazheng
吃掉	chidiao
美食家	meishijia
紧记	jinji
取笑	quxiao
味道	weidao
活著	huozhu
慰藉	weijie
奔驰	benchi
接著	jiezhu
认清	renqing
理科	like
差异	chayi
条路	tiaolu
不回	buhui
专精	zhuanjing
开发	kaifa
人材	rencai
做起	zuoqi
反悔	fanhui
脑子	naozi
品性	pinxing
歌手	geshou
死亡	siwang
想开	xiangkai
误入	wuru
题目	timu
善者	shanzhe
课本	keben
不善	bushan
骂人	maren
水准	shuizhun
补强	buqiang
目地	mudi
行驶	xingshi
心则	xinze
机长	jichang
护士	hushi
警察	jingcha
看病	kanbing
爱财	aicai
了去	lequ
看诊	kanzhen
贪财	tancai
名望	mingwang
反感	fangan
没了	meile
随风飘	suifengpiao
风是	fengshi
定立	dingli
技艺	jiyi
赢得	yingde
雕好	diaohao
坏习惯	huaixiguan
琴谱	qinpu
诠释	quanshi
挑选	tiaoxuan
低落	diluo
情绪	qingxu
潜伏	qianfu
考好	kaohao
赶出来	ganchulai
占据	zhanju
减轻负担	jianqingfudan
洗碗	xiwan
凉意	liangyi
表象	biaoxiang
友人	youren
晚餐	wancan
限于	xianyu
密集	miji
世纪	shiji
镇定剂	zhendingji
解脱	jietuo
烈火	liehuo
认知	renzhi
桌球	zhuoqiu
球桌	qiuzhuo
度假	dujia
入心	ruxin
发自	fazi
假象	jiaxiang
考场	kaochang
倒不如	daoburu
活人	huoren
抽象	chouxiang
看看书	kankanshu
背负	beifu
球场上	qiuchangshang
好友	haoyou
爱心	aixin
事能	shineng
考式	kaoshi
份量	fenliang
在乎	zaihu
分数	fenshu
涌出来	yongchulai
挖掘	wajue
互相学习	huxiangxuexi
切磋	qiecuo
老友	laoyou
宣泄	xuanxie
每逢	meifeng
事事	shishi
赶走	ganzou
吐出来	tuchulai
大笑	daxiao
不住	buzhu
合奏	hezou
独奏	duzou
微物	weiwu
细察	xicha
纹理	wenli
失聪	shicong
奇才	qicai
更改	genggai
附赠品	fuzengpin
血拼	xiepin
折扣	zhekou
屁股	pigu
物质	wuzhi
银行	yinxing
漫画	manhua
纾解	shujie
源头	yuantou
取决于	qujueyu
配角	peijiao
小说	xiaoshuo
呈现	chengxian
仇恨	chouhen
沟通	goutong
天文数字	tianwenshuzi
知心	zhixin
深陷	shenxian
侵蚀	qinshi
考过	kaoguo
两件事	liangjianshi
全民	quanmin
循著	xunzhu
卸下	xiexia
包袱	baofu
泉源	quanyuan
蹲下	dunxia
思绪	sixu
身心	shenxin
名为	mingwei
应要	yingyao
修改	xiugai
编在	bianzai
附赠	fuzeng
热汤	retang
熬夜	aoye
送来	songlai
前者	qianzhe
后者	houzhe
小玩意儿	xiaowanyier
搜寻	souxun
树荫	shuyin
口角	koujiao
知足	zhizu
外交官	waijiaoguan
表哥	biaoge
爷爷	yeye
形容	xingrong
笑话	xiaohua
刺激	ciji
级级	jiji
杀怪	shaguai
看不起	kanbuqi
不争气	buzhengqi
商机	shangji
报纸	baozhi
政府	zhengfu
经济	jingji
考完	kaowan
转换	zhuanhuan
听讲	tingjiang
课堂	ketang
脱裤子	tuokuzi
老哥	laoge
失眠	shimian
日记	riji
存进	cunjin
打完	dawan
寻获	xunhuo
挥洒	huisa
球场	qiuchang
交友	jiaoyou
重点	zhongdian
逛街	guangjie
浪费时间	langfeishijian
战利品	zhanlipin
管道	guandao
增进感情	zengjinganqing
建筑	jianzhu
来自	laizi
打气	daqi
来源	laiyuan
精采	jingcai
拮据	jieju
居士	jushi
告终	gaozhong
当做	dangzuo
动词	dongci
看不见	kanbujian
劝说	quanshuo
叹气	tanqi
路边摊	lubiantan
散散步	sansanbu
小吃店	xiaochidian
闲聊	xianliao
面试	mianshi
设法	shefa
流失	liushi
虫儿	chonger
枝头	zhitou
鸣叫	mingjiao
纪录	jilu
打破	dapo
拿笔	nabi
写出	xiechu
绘画	huihua
天马行空	tianmaxingkong
甘苦	ganku
亲子	qinzi
职场	zhichang
哲理	zheli
话题	huati
静观	jingguan
啼叫	tijiao
自得	zide
鱼群	yuqun
成绩单	chengjidan
成份	chengfen
人心	renxin
西餐厅	xicanting
郊游	jiaoyou
午餐	wucan
带去	daiqu
升学压力	shengxueyali
搞笑	gaoxiao
儿女	ernv
影响力	yingxiangli
例子	lizi
乐事	leshi
跳楼	tiaolou
烧炭	shaotan
走走	zouzou
哀怨	aiyuan
病人	bingren
抽空去	choukongqu
笑靥	xiaoye
爷爷奶奶	yeyenainai
良方	liangfang
涌上来	yongshanglai
面纸	mianzhi
逗得	doude
擦擦	caca
眼泪	yanlei
隐藏	yincang
上篮	shanglan
篮球场	lanqiuchang
重获	zhonghuo
猛兽	mengshou
切入	qieru
汗珠	hanzhu
解开	jiekai
任务	renwu
漫延	manyan
开来	kailai
摸著	mozhu
羽绒	yurong
闯出	chuangchu
气味	qiwei
晕眩	yunxuan
得要	deyao
苦水	kushui
肉干	rougan
讲义	jiangyi
咽下	yanxia
渲泄	xuanxie
笑颜	xiaoyan
流下	liuxia
泪水	leishui
光点	guangdian
破壳	poke
历练	lilian
点燃	dianran
投不进	toubujin
耍宝	shuabao
逗我	douwo
投球	touqiu
诀窍	jueqiao
品尝	pinchang
母亲	muqin
外太空	waitaikong
散散心	sansanxin
疾病	jibing
窒息	zhixi
让你玩	rangniwan
玩到	wandao
正常人	zhengchangren
电动	diandong
为止	weizhi
模型	moxing
人车	renche
可寻	kexun
鼎沸	dingfei
喧嚣	xuanxiao
封闭	fengbi
抱持	baochi
好玩	haowan
夸张	kuazhang
填饱	tianbao
味觉	weijue
歌词	geci
打消	daxiao
肚子	duzi
名言	mingyan
藏著	cangzhu
想聚	xiangju
人事	renshi
吸取	xiqu
赋予	fuyu
满足	manzu
败坏	baihuai
天堂	tiantang
事都	shidu
相聚	xiangju
透顶	touding
失意	shiyi
懊恼	aonao
取代	qudai
洞房花烛	dongfanghuazhu
古时候	gushihou
科技	keji
落花	luohua
放慢	fangman
水面	shuimian
玩球	wanqiu
向著	xiangzhu
排出	paichu
沉著	chenzhu
提不起	tibuqi
开怀	kaihuai
阻碍	zuai
晚风	wanfeng
享乐	xiangle
闪过	shanguo
联络	lianluo
叶瓣	yeban
橘黄色	juhuangse
微风	weifeng
叶片	yepian
告别	gaobie
妇女	funv
产龄	chanling
个数	geshu
婴儿	yinger
下滑	xiahua
现象	xianxiang
全球	quanqiu
缓地	huandi
生育率	shengyulv
推测	tuice
不变	bubian
状态	zhuangtai
战争时代	zhanzhengshidai
比率	bilv
增多	zengduo
医疗	yiliao
数量	shuliang
孩子	haizi
人数	renshu
数据	shuju
统计数据	tongjishuju
看得出来	kandechulai
情形	qingxing
统计表	tongjibiao
转变	zhuanbian
人口	renkou
增加	zengjia
降到	jiangdao
迁变	qianbian
女性	nvxing
统计图	tongjitu
反倒	fandao
向下	xiangxia
总数	zongshu
资料	ziliao
促成	cucheng
膨胀	pengzhang
法规	fagui
能于	nengyu
争荣	zhengrong
生小孩	shengxiaohai
高学历	gaoxueli
堕胎	duotai
怀孕	huaiyun
危机	weiji
系统	xitong
结婚年龄	jiehunnianling
结婚	jiehun
注目	zhumu
成人	chengren
转移	zhuanyi
企业	qiye
市场	shichang
花钱	huaqian
购物	gouwu
领取	lingqu
不成	bucheng
应变	yingbian
全球化	quanqiuhua
注重	zhuzhong
指导	zhidao
急变	jibian
提前准备	tiqianzhunbei
肯定	kending
政策	zhengce
呼吁	huyu
全人类	quanrenlei
称之为	chengzhiwei
泼出去	pochuqu
刻版	keban
女孩	nvhai
男性	nanxing
作用	zuoyong
超过	chaoguo
独立	duli
货币	huobi
移民	yimin
外籍人	waijiren
法律	falv
本地人	bendiren
语言	yuyan
文化	wenhua
院子	yuanzi
房子	fangzi
缴税	jiaoshui
金额	jine
进行	jinxing
衍生	yansheng
养妻	yangqi
托儿所	tuoersuo
看顾	kangu
热门	remen
挣钱	zhengqian
担当	dandang
活儿	huoer
厨房	chufang
无人	wuren
移转到	yizhuandao
就业	jiuye
提供	tigong
极端派	jiduanpai
社会主义者	shehuizhuyizhe
煽动	shandong
福利制度	fulizhidu
补贴	butie
停滞	tingzhi
生产力	shengchanli
倾向	qingxiang
出生率	chushenglv
称做	chengzuo
改善	gaishan
人口数	renkoushu
工作量	gongzuoliang
加重	jiazhong
资讯	zixun
推出	tuichu
失业	shiye
增长率	zengchanglv
粮食	liangshi
离婚	lihun
教育费	jiaoyufei
发达	fada
避孕	biyun
制定	zhiding
生太	shengtai
少生	shaosheng
子女	zinv
危害	weihai
国民	guomin
因应	yinying
财政支出	caizhengzhichu
破产	pochan
过有	guoyou
扶养	fuyang
补助	buzhu
脸色	lianse
老人	laoren
费用	feiyong
帮手	bangshou
受过	shouguo
生意	shengyi
上升	shangsheng
反观	fanguan
告知	gaozhi
举办	juban
风险	fengxian
地将	dijiang
缴付	jiaofu
只限	zhixian
新增	xinzeng
报告	baogao
大量	daliang
表示	biaoshi
出率	chulv
普遍现象	pubianxianxiang
家事	jiashi
男人	nanren
传统	chuantong
电视新闻	dianshixinwen
婚姻	hunyin
老婆	laopo
成立	chengli
公司	gongsi
打赢	daying
武器	wuqi
没钱	meiqian
温室效应	wenshixiaoying
买房子	maifangzi
需求量	xuqiuliang
产品	chanpin
观点	guandian
上司	shangsi
信赖	xinlai
稳定度	wendingdu
辞职	cizhi
化妆	huazhuang
技巧	jiqiao
彩妆师	caizhuangshi
问时	wenshi
造形	zaoxing
漏掉	loudiao
考量	kaoliang
同心	tongxin
要化	yaohua
赞许	zanxu
合群	hequn
电视节目	dianshijiemu
通告	tonggao
接到	jiedao
工作人员	gongzuorenyuan
宠物	chongwu
小猫	xiaomao
出租	chuzu
主意	zhuyi
支持	zhichi
参观	canguan
放假	fangjia
好菜	haocai
夜市	yeshi
小吃	xiaochi
无可	wuke
电话	dianhua
泡汤	paotang
回去	huiqu
计划	jihua
想见	xiangjian
王品	wangpin
餐厅	canting
要去	yaoqu
见面	jianmian
说完	shuowan
裤子	kuzi
文平	wenping
帽子	maozi
黄色	huangse
红色	hongse
出去玩	chuquwan
书店	shudian
答应	daying
牛仔裤	niuziku
电话号码	dianhuahaoma
写信给	xiexingei
安排	anpai
逛一逛	guangyiguang
认错	rencuo
蓝色	lanse
白色	baise
抽空	choukong
拜访	baifang
大哥	dage
诚品	chengpin
机票	jipiao
来回	laihui
配著	peizhu
天蓝色	tianlanse
咬破	yaopo
衬衫	chenshan
新光	xinguang
等不及	dengbuji
放够	fanggou
寄给	jigei
邮票	youpiao
邮局	youju
地址	dizhi
收到	shoudao
飞机场	feijichang
停车场	tingchechang
欢迎	huanying
划船	huachuan
行程	xingcheng
行李	xingli
逛完	guangwan
头发	toufa
期地	qidi
床上	chuangshang
干嘛	ganma
打工	dagong
考虑一下	kaolvyixia
参考	cankao
名古屋	mingguwu
饭馆	fanguan
牛肉	niurou
听的歌	tingdege
可看	kekan
跳舞	tiaowu
介绍	jieshao
坐公车	zuogongche
渔人	yuren
码头	matou
电影	dianying
学院	xueyuan
车祸	chehuo
爱人	airen
分手	fenshou
公寓	gongyu
